Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
a4c05b6d-634a-f5cd-4a34-f229f7343d9a,2022-05-22,,999-48-4561,,,,Germaine912,Jakubowski832,,,,white,nonhispanic,F,Great Barrington  Massachusetts  US,327 Roob Trail Unit 46,Boston,Massachusetts,Suffolk County,25025,02134,42.268110346248974,-71.15410454386267,1734.00,2622.88,588023
4871a887-49d0-c6a5-42e0-ece364a1aed0,2019-09-05,,999-39-1959,,,,Carla633,Duran646,,,,white,hispanic,F,Bogota  Bogota  CO,839 Spencer Trail Suite 52,Chicopee,Massachusetts,Hampden County,25013,01020,42.152754534377664,-72.55414547874119,5339.27,26475.53,181046
14c80351-f6bb-3e85-6180-06f74db30a13,2020-09-25,,999-56-7215,,,,David908,Willms744,,,,white,nonhispanic,M,Newburyport  Massachusetts  US,608 Powlowski Overpass Unit 76,North Attleborough,Massachusetts,Bristol County,,00000,41.95966199390593,-71.34339549367219,700.00,8340.99,13746
1664e210-93bb-b283-9481-c6da8bd86d62,2021-03-04,,999-33-8687,,,,Robbi844,Padberg411,,,,white,nonhispanic,F,Taunton  Massachusetts  US,1024 Friesen Parade Unit 92,East Longmeadow,Massachusetts,Hampden County,,00000,42.08420334201933,-72.47054030075206,3408.00,3147.63,58766
30756cfa-c200-9fef-ffd3-a1accacb004b,2021-04-24,,999-25-8134,,,,Myriam433,Veum823,,,,white,nonhispanic,F,New Bedford  Massachusetts  US,759 Bartoletti Frontage road Apt 94,Wilbraham,Massachusetts,Hampden County,25013,01095,42.12688547200066,-72.38011910445333,3288.00,3231.09,105959
6de5a786-4ff8-ce41-92da-4eefa0814da2,2022-07-09,,999-43-3689,,,,Dane516,Legros616,,,,white,nonhispanic,M,Truro  Massachusetts  US,1000 Bernhard Ramp,Boston,Massachusetts,Suffolk County,25025,02128,42.37251275394813,-71.12059274746379,1644.00,2219.23,57646
ce6707e7-b040-bdbc-50e4-6a8da3b32d91,2019-02-13,,999-57-8658,,,,Collin529,Blick895,,,,white,nonhispanic,M,North Andover  Massachusetts  US,681 Hudson Forge,Arlington,Massachusetts,Middlesex County,25017,02474,42.41672335321544,-71.15189582778846,6475.87,4863.76,114231
49c7d146-5a45-ca77-2174-54271f426078,2021-06-19,,999-70-4618,,,,Twanna669,Nicolas769,,,,white,nonhispanic,F,Bridgewater  Massachusetts  US,287 Lind Dam Suite 32,Waltham,Massachusetts,Middlesex County,25017,02452,42.3955430005691,-71.26853539140711,450.00,7050.98,16128
5fa15ed0-edde-ebe9-95fd-3fbee4a3b6c9,2020-06-11,,999-88-8558,,,,Adrian111,Kunze215,,,,white,nonhispanic,F,Medford  Massachusetts  US,820 Erdman Green Apt 5,Southborough,Massachusetts,Worcester County,,00000,42.269853982251234,-71.49392437319894,3279.20,3392.11,83419
eab38a96-d7f8-bfc6-3e3c-5d79b5b62826,2020-06-16,,999-63-9188,,,,Abigail677,Mosciski958,,,,white,nonhispanic,F,Braintree  Massachusetts  US,848 Cole Lane Unit 49,South Hadley,Massachusetts,Hampshire County,,00000,42.28182751773603,-72.59037182135638,3560.80,3611.83,100978
43dd9442-5cec-f776-ce13-48059af139b0,2020-06-20,,999-58-3793,,,,Mina319,Beatty507,,,,white,nonhispanic,F,Worcester  Massachusetts  US,223 Bosco Arcade Suite 5,Plymouth,Massachusetts,Plymouth County,25023,02360,41.923857431728734,-70.66066392486758,4207.33,3696.72,63481
2a088d12-72c7-23a1-fbba-1caf5b1e3eb6,2020-01-28,,999-27-9376,,,,Terence292,Smitham825,,,,black,nonhispanic,M,Watertown  Massachusetts  US,1073 Howe Annex,Grafton,Massachusetts,Worcester County,,00000,42.257981636946376,-71.65956716860887,850.00,10224.52,11293
